Institution,Scam_Vector,Misinfo_Type,Core_Claim,Original_Tweet,Tweet_URL,Image_Text,Image_URL
Ministry of Finance,WhatsApp,Fake Scheme,"The Ministry of Finance is giving away ₹46,715 to every citizen of India to reduce the severity of the financial crisis.","A #WhatsApp message with a link claims to offer financial aid of ₹46, 715 to the poor class in the name of the Ministry of Finance and, is further seeking the recipient's personal details  #PIBFactCheck  This message is #FAKE   @FinMinIndia  has announced no such aid!",https://x.com/PIBFactCheck/status/1827652852107575454,"वित्त मंत्रालय MINISTRY OF FINANCE सत्यमेव जयते After taking into consideration the financial crisis experienced by the Indian people, the Ministry of Finance decided to give every citizen an amount of (₹46715) to reduce the severity of the crisis Register for support",https://pbs.twimg.com/media/GV0gki3bIAA_tm7?format=jpg&name=small
Reserve Bank of India,WhatsApp,Fake Currency,500 rupee notes marked with a star symbol are fake and have started circulating in the market.,Do you have a ₹500 note with a star symbol (*)  Are you worried it's fake  Fret no more  #PIBFactCheck  The message deeming such notes as fake is false!  Star marked(*)₹500 banknotes have been in circulation since December 2016   https:// rbi.org.in/commonman/Engl ish/scripts/PressReleases.aspx?Id=2015 …,https://x.com/PIBFactCheck/status/1842872718175486414,"500 notes marked with * have started circulating in the market. Such note was returned from IndusInd Bank. This is a fake note. Even today received 2-3 such notes from a customer, but returned it immediately due to attention. The customer also said that this note was given by someone in the morning. Be careful, there has been an increase in the number of people walking around with fake notes in the market. Please circulate this message to other groups & friends & relatives to create awareness in all and remain alert always. RESERVE BANK OF INDIA GUARANTEED BY THE CENTRAL GOVERNMENT ₹500 1AB*380187",https://pbs.twimg.com/media/GZMy7QtboAAYZcr?format=jpg&name=small
RBI,SMS,Fake Security Tip,A message falsely attributed to RBI claims that pressing 'cancel' twice on an ATM before a transaction can prevent PIN theft.,A post falsely attributed to  @RBI  claims that pressing 'cancel' twice on an ATM before a transaction can prevent PIN theft  #PIBFactCheck  This statement is FAKE & has NOT been issued by RBI  Keep transactions secure  Conduct fund transfer in private  Hide PIN on ATM card,https://x.com/PIBFactCheck/status/1847243792237380089,"A very useful tip while withdrawing funds from an ATM. - Press 'cancel' button twice before inserting the card. If anyone has set up the key pad to steal your PIN code, this will cancel that set up. Please make it a habit as part of every transaction that you make. Share for Your Circle People",https://pbs.twimg.com/media/GaK6Aj3bUAAu8lc?format=png&name=small
Ministry of Finance,WhatsApp,Fake Scheme,"The Ministry of Finance is providing ₹32,849 to every Indian citizen as financial aid to overcome the crisis.","A message with a link claims to offer a benefit of ₹32,849 in the name of the Ministry of Finance as an aid to the poor class and is further seeking the recipient's personal details.  #PIBFactCheck  This message is FAKE    @FinMinIndia  has announced no such benefit",https://x.com/PIBFactCheck/status/1841076299705827772,"भारत सरकार सत्यमेव जयते वित्त मंत्रालय MINISTRY OF FINANCE After taking into consideration the financial crisis experienced by the Indian people, the Ministry of Finance decided to give every citizen an amount of (₹32849) to reduce the severity of the crisis Register for support Forwarded Rs 32,849 for every indian citizen Click here to register tinyurl.com After the surge in prices, the government decided to give the Indian people an amount of ₹32849 for every citizen who meets the conditions as an aid to the poor class to overcome the crisis. Enter and register now and make sure to register correctly https://tinyurl.com/eu6jff7p",https://pbs.twimg.com/media/GYzQ8dqbQAIy953?format=jpg&name=small
Ministry of Power,WhatsApp,Account Block,The recipient's electricity connection will be disconnected tonight at 9:00 PM if they do not immediately update their previous month's bill by calling the provided officer.,Don't get zapped by this scam!  A #Fake notice circulating on social media claims that your electricity will be cut off if you don't 'update' your bill  #PIBFactCheck   @MinOfPower  has not issued this notice  Be cautious while sharing your personal & financial information,https://x.com/PIBFactCheck/status/1847929973115650505,"विद्युत मंत्रालय MINISTRY OF POWER G20 Notice for Consumer regarding to update your bill immediately Dear consumer, Your electricity power connection will be Disconnected tonight 09:00 pm. Because your previous month bill not updated, please immediately call our officer Mr Devesh joshi ministry of power would like to calrify that consumer's to always keep updated. Now you update your bill by just calling our electricity help line number. To update your bill call our electricity help line number. 09209049706 • Follow our official social media accounts @ministryofpower facebook, instgram and YouTube Devesh joshi cheif electricity officer",https://pbs.twimg.com/media/GaUqa5YboAAvGCt?format=jpg&name=small
SBI,WhatsApp,Fake Scheme,SBI NetBanking Reward Points worth Rs 9980.00 are expiring today and can be redeemed by installing a specific 'SBI REWARD App' via an APK file to claim a cash deposit.,Beware   Did you also receive a message asking you to download & install an APK file to redeem SBI rewards  #PIBFactCheck   @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links   https:// x.com/TheOfficialSBI /status/1791851056260936028 …,https://x.com/PIBFactCheck/status/1852626625420247490,"Dear Value Customer, Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI SBI REWARD27..apk 1.7 MB • APK",https://pbs.twimg.com/media/GbXZ71RbgAA4Std?format=jpg&name=small
Unknown,WhatsApp,Fake Scheme,"A fake 'Students Laptop Scheme 2024' is available, offering free laptops to students who apply online.",Did you also receive a #WhatsApp message offering free laptops   Beware This is a scam to dupe you   #PIBFactCheck  Never click on such suspicious links  Be cautious while sharing personal information.,https://x.com/PIBFactCheck/status/1858086577638965503,"FREE LAPTOPS FOR STUDENTS 2024 EDITION APPLY ONLINE The Applications for the Students Laptop Scheme 2024 Is Available This scheme is open to all students who for financial reasons are not in a position to purchase a laptop of their own and are in need of laptop in their level of education. In 2024 Over 960,000 students will be given free laptop to enhance their learning Application has began and students that have applied have started getting their laptops Register and apply here https://lc.ke/Students-FREE-LAPTOP STUDENTS LAPTOPS SUPPORT Complete the registration below to check if you qualify for the students lap Be Part of the successful students that will recieve a laptop to help them in learning Better 1. You must be a student Age bracket (10-50) years 2. You must be able to read and write Full Name Enter Your Full Name Select Your Educational Level -----Educational Level----- Select Laptop Brand -----Select Brand----- Select Age Range -----Age Range-----",https://pbs.twimg.com/media/Gck_w8CaIAAc5E7?format=jpg&name=small
Bank,SMS,Account Block,Your bank account will be blocked if you do not update your KYC details immediately.,"Have you recently received any 𝐒𝐌𝐒, 𝐂𝐚𝐥𝐥 or 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 messages attempting to commit fraud related to KYC expiry, SIM/Gas/Electricity connection, or impersonation of government officials  Report such messages on the 𝐂𝐡𝐚𝐤𝐬𝐡𝐮 facility  https:// sancharsaathi.gov.in/sfc/",https://x.com/PIBFactCheck/status/1851575301589074352,"KYC expiry/update scams, Bank account/wallet/SIM update scams, Gas/electricity connection scams, Impersonation scams (government official/relative), Sextortion, Disconnection of mobile numbers by DoT.",https://pbs.twimg.com/media/GbId0RCbsAAhYuq?format=png&name=small
"KVIC, Ministry of MSME",Other,Loan Fraud,"A fake letter from KVIC claims to approve a 17 Lac loan under the PMEGP Scheme, demanding an upfront payment of ₹51,000 as collateral.","A #fake approval letter allegedly issued by  @kvicindia , MSME Ministry claims to grant loan of ₹17 Lac on payment of ₹51,000 under PMEGP Scheme  #PIBFactCheck   @minmsme  doesn't directly deal with individual beneficiaries for any of its credit schemes   https:// pib.gov.in/PressReleasePa ge.aspx?PRID=1670661 …",https://x.com/PIBFactCheck/status/1855909571883360588,"Khadi And Village Industries Commission (Ministry Of Micro, Small And Medium Enterprises, Government Of India) K-Block, Chaudhary Building, Connaught Circle - Central Delhi New Delhi 110001 Collateral Letter Ref: PMEGP/DKYC/DO/2024-2025/847196 Name: [BLANKED] Address: [BLANKED] District-Bhavnagar-Gujarat-364001. Sub: Approval Of Loan (Under P.M.E.G.P Scheme) Respected Sir/Madam Mr. [BLANKED] Your Loan For 17lac Have Been Approved Under PMEGP Scheme, According To Scheme, 4% Of Rate Of Interest And 30% Of Subsidy Has Been Provided To You. As Per The Scheme You Have To Deposit 3% Of Total Loan Amount As A Collateral Money Before You Became A Beneficiary Of Your Loan Proposal ""We Hereby Demand That You Make Payment Of Sum Of Rupee 51,000 By Depositing The Money"" Yours Faithfull/VILLAGE DELHI KHADI & INDUSTRIES BOARD (P.M.E.G.P.) Asst. Director Asst. Director कामये दखतमानाम्",https://pbs.twimg.com/media/GcGDo4ya4AApe2i?format=jpg&name=small
RBI,News Article,Fake Investment Scheme,"RBI Governor Shaktikanta Das revealed a method to make money through crypto investment, allowing every citizen to become a millionaire.","An interview of RBI Governor Shaktikanta Das promoting a Cryptocurrency platform ""Immediate Connect"" is doing the rounds on social media. He is also recommending crypto investment in the interview.  #PIBFactCheck  Beware! This interview is #fake.",https://x.com/PIBFactCheck/status/1861802410882285614,newss8in.com NEWS 18 DOWNLOAD NEWS18 APP Shaktikanta Das revealed how he makes money. Now every citizen of India can become a millionaire.,https://pbs.twimg.com/media/GdZzbJUaYAAHMg1?format=jpg&name=small
Government of India (Income Tax),Website,False Government Announcement,The Government has launched a new Direct Tax Code 2025 to make taxation clearer and easier for everyone.,"A blogspot "" https:// blog.saginfotech.com/direct-tax-code"" claims that the government has launched a new Direct Tax Code 2025 and further details its provisions.  #PIBFactCheck  This claim is #fake  Work on the Direct Tax Code 2025 is still underway and it is not announced yet",https://x.com/PIBFactCheck/status/1861818793091051574,"Direct Tax Code 2025: Major Changes, Highlights and FAQs November 27, 2024 Narendra Kumar Income Tax News and Articles, Taxes in India 7 Minutes Read This will explain the Direct Tax Code 2025 in its main features of tax structure, and most importantly, how it differs from the current Income Tax Act of 1961. Taxpayers often struggle with the complicated language used in the Income Tax field. They may find it difficult to grasp the real intention behind any notifications or notices regarding exemptions and deductions. The Government has launched a new Direct Tax Code to make taxation clearer and easier for everyone.",https://pbs.twimg.com/media/GdaCUspaQAEMWrR?format=jpg&name=small
Ministry of Finance,WhatsApp,Fake Scheme,"The Ministry of Finance is providing ₹46,715 to every citizen of India to reduce the severity of the financial crisis.","A #WhatsApp message with a link claims to offer financial aid of ₹46, 715 to the poor class in the name of the Ministry of Finance and, is further seeking the recipient's personal details  #PIBFactCheck   This message is #FAKE    @FinMinIndia  has announced no such aid!",https://x.com/PIBFactCheck/status/1862814270867525718,"वित्त मंत्रालय MINISTRY OF FINANCE सत्यमेव जयते After taking into consideration the financial crisis experienced by the Indian people, the Ministry of Finance decided to give every citizen an amount of (₹46715) to reduce the severity of the crisis Register for support",https://pbs.twimg.com/media/GdoLsy3WMAA5ztJ?format=jpg&name=small
"Ministry of Finance, PM Mudra Yojana",Other,Loan Fraud,"A letter falsely claims to approve a loan of ""5,00,000 under the PM Mudra Yojana, requiring an upfront payment of "",100 as a file agreement charge.","A #Fake approval letter claims to grant a loan of ₹5,00,000 under PM Mudra Yojana on payment of ₹2,100    #PIBFactCheck    @FinMinIndia  has not issued this letter  Refinancing Agency - MUDRA doesn't lend directly to micro-entrepreneurs/individuals   http:// mudra.org.in/FAQ",https://x.com/PIBFactCheck/status/1865351901140947073,"प्रधान मंत्री मुद्रा योजना Ministry of Finance Government of India SUBJECT:-APROVEL OF LOAN Dear sir MR/MRS:- We very glad to inform you that in response to your request in order to meet your tight financial problems, we have received your request and requested a Long-term loan of 500,000. You want to meet your expenses and a bank has decided to approve your application for loan 5,00,000. The interest rate that you will have to pay on this loan has been calculated with the help of standard formula and will be at the rate of 4%. We hope that this interest rate... As discussed earlier, you will have to pay the loan back in years. However, the interest rate may change depending on the duration you choose. You will have to make the subsequent payment on the 1st of every month. Please review the terms and conditions of this loan agreement. The terms have been completely outlined in the promissory note. Signed agreement papers. Please make a payment of 2100Rs. File Agreement Charge (incl. of all taxes.) We have attached several related documents with this letter that are favorable for you. Please review the form thoroughly and return us so that the processing of loan can be done. Sincerely, P.M. MUDRA FINANCE FINANCIAL DEPARTMENT SACHIVALAY ARERA HILLS BHOPAL M.P. 462027 INDIA",https://pbs.twimg.com/media/GeMPHBwbIAAhgG2?format=jpg&name=small
RBI,News Article,Financial Penalty,RBI has issued new guidelines stating that a strict penalty will be imposed for holding accounts in more than one bank.," Fake News Alert  कुछ आर्टिकल में यह भ्रम फैलाया जा रहा है कि भारतीय रिजर्व बैंक की नई गाइडलाइंस के अनुसार, अब एक से अधिक बैंक में खाता रखने पर जुर्माना लगाया जाएगा।  #PIBFactCheck    @RBI  ने ऐसी कोई गाइडलाइन जारी नहीं की है।   ऐसे फर्जी खबरों से सावधान रहें!",https://x.com/PIBFactCheck/status/1865689566549856460,"दो बैंक में खाता रखने पर लगेगा कड़ा जुर्माना, आरबीआई गवर्नर शक्तिकांत दास - RBI Banking Rule: दो बैंक में खाता रखने पर लगेगा कड़ा जुर्माना, आरबीआई गवर्नर शशिकांत दास ने जारी करी नई गाइडलाइन",https://pbs.twimg.com/media/GeRCj0-akAAqtSg?format=jpg&name=small
Unknown,Other,KYC expiry/update scam,A false claim that a user's KYC details are expiring and require immediate update to avoid service interruption.,"Have you recently received any 𝐒𝐌𝐒, 𝐂𝐚𝐥𝐥 or 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 messages attempting to commit fraud related to KYC expiry, SIM/Gas/Electricity connection, or impersonation of government officials  Report such messages on the 𝐂𝐡𝐚𝐤𝐬𝐡𝐮 facility  https:// sancharsaathi.gov.in/sfc/",https://x.com/PIBFactCheck/status/1866089474704478618,KYC expiry/update scams,https://pbs.twimg.com/media/GeWufCubkAAh2nI?format=jpg&name=small
RBI,Other,Fake Scheme,The Reserve Bank of India (RBI) is going to issue new ₹5000 currency notes.,सतर्क रहें   सोशल मीडिया पर दावा किया जा रहा है कि भारतीय रिजर्व बैंक द्वारा ₹5000 के नए नोट जारी किए जाएंगे  #PIBFactCheck   यह दावा फर्जी है    @RBI  द्वारा ऐसा कोई निर्णय नहीं लिया गया है   आधिकारिक वित्तीय जानकारी हेतु वेबसाइट  http:// rbi.org.in पर विजिट करें,https://x.com/PIBFactCheck/status/1875527966605897999,"Sanjay sharma @news7tvtoday 5000 New Note: पांच हजार रुपये का नया नोट होने वाला जारी; RBI ने दी ये जानकारी 5000 New Note: आरबीआई जल्द पांच हजार रुपये के नए नोट जारी करने वाला है. इस खबर के बारे में जब से जानकारी मिली है, तब से लोगों के बीच चर्चाएं बढ़ गई हैं. भारतीय रिज़र्व बैंक पांच हज़ार रुपये RESERVE BANK OF INDIA GUARANTEED BY THE CENTRAL GOVERNMENT ₹5000 4KT 836571 MAHATMA GANDHI I PROMISE TO PAY THE BEARER THE SUM OF FIVE THOUSAND RUPEES GOVERNOR",https://pbs.twimg.com/media/Ggc2u0Ua8AEDdV4?format=jpg&name=small
RBI,Other,Account Block,"A voicemail, allegedly from the Reserve Bank of India, claims that the recipient's bank account will be blocked in two hours due to fraudulent credit card activity, and asks them to press nine for more information.","Have you received a voicemail, allegedly from the Reserve Bank of India, claiming that your bank account will be blocked as your credit card has been involved in fraudulent activity  #PIBFactCheck  Beware! This is a scam.",https://x.com/PIBFactCheck/status/1871220138592338396,"Transcription: All bank accounts in your name will be blocked in next two hours for more information. Please press nine. Namaste, yeah, Bharti reserve bank. Your credit card has been involved in fraudulent activity. All bank accounts in your name will be blocked in next two hours for more information. Please press nine. Your credit card has been involved in fraudulent activity. All bank accounts in your name will be blocked in next two hours for more information. Please press nine. Your credit card, Dhori, Aapke naam Ke agle do Ghanta me block kar diye jayenge. John Ke liye kripaya",https://pbs.twimg.com/media/Gffoyw6WIAA812Z?format=jpg&name=small
"KVIC, Ministry of MSME",Other,Loan Fraud,"A fake letter from KVIC claims a loan of ₹17 Lac has been approved under the PMEGP Scheme, but requires a deposit of ₹51,000 as collateral.","A #fake approval letter allegedly issued by  @kvicindia , MSME Ministry claims to grant loan of ₹17 Lac on payment of ₹51,000 under PMEGP Scheme  #PIBFactCheck   @minmsme  doesn't directly deal with individual beneficiaries for any of its credit schemes   https:// pib.gov.in/PressReleasePa ge.aspx?PRID=1670661 …",https://x.com/PIBFactCheck/status/1879869857753366619,"Khadi And Village Industries Commission (Ministry Of Micro, Small And Medium Enterprises, Government Of India) K-Block, Chaudhary Building, Connaught Circle - Central Delhi New Delhi 110001 PMEGP Collateral Letter Ref: PMEGP/DKYC/DO/2024-2025/847196 Name: Address: District-Bhavnagar-Gujarat-364001. Sub: Approval Of Loan (Under P.M.E.G.P Scheme) Respectd Sir/Madam Mr. Your Loan For 17lac Have Been Approved Under PMEGP Scheme, According To Scheme, 4% Of Rate Of Interest And 30% Of Subsidy Has Been Provided To You. As Per The Scheme You Have To Deposit 3% Of Total Loan Amount As A Collateral Money Before You Became A Beneficiary Of Your Loan Proposal ""We Hereby Demand That You Make Payment Of Sum Of Rupee 51,000 By Depositing The Money"" Yours Faithfull/VILLAGE DELHI KHADI & INDUSTRIES BOARD (P.M.E.G.P.) Asst. Director Asst. Director कामये दख्रतमानाम्",https://pbs.twimg.com/media/GhajgvCaAAAVXEU?format=png&name=small
SBI,WhatsApp,Fake Scheme,"Customers are urged to install a fake SBI REWARD App to redeem expiring NetBanking Reward Points worth Rs 9980.00, which can be claimed as a cash deposit.",Beware   Did you also receive a message asking you to download & install an APK file to redeem SBI rewards  #PIBFactCheck   @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links   https:// x.com/TheOfficialSBI /status/1791851056260936028 …,https://x.com/PIBFactCheck/status/1879135123922452664,"SBI reward Dear Value Customer, Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI 5:44 pm SBI REWARD27..apk 1.7 MB APK 5:44 pm",https://pbs.twimg.com/media/GhQHIUba8AAxusQ?format=jpg&name=small
India Post,Website,Fake Scheme,India Post is offering free gifts as part of its 170th-anniversary celebration through a lucky draw or questionnaire.,A #fake lucky draw is luring people into providing their personal information by offering free gifts in the name of  @IndiaPostOffice   #PIBFactCheck  It is a #Scam & is not related to India Post  Be cautious! Refrain from clicking on such suspicious links,https://x.com/PIBFactCheck/status/1870735616994054543,"Congratulations! India Post - 170th Anniversary Gifts. भारतीय डाक India Post Congratulations !! India Post 170th Anniversary Celebration, Everyone have chance to win amazing gifts. Click ""Continue"" to claim reward CONTINUE. Through the questionnaire, you will have a chance to get amazing FREE Gifts. India Post? YES NO",https://pbs.twimg.com/media/GfYvUNtaoAAi1Fn?format=jpg&name=small
Unknown,SMS,Account Block,"Fraudulent communications, including those related to KYC expiry and bank account updates, falsely claim that accounts will be blocked if immediate action is not taken.","Have you recently received any 𝐒𝐌𝐒, 𝐂𝐚𝐥𝐥 or 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 messages attempting to commit fraud related to KYC expiry, SIM/Gas/Electricity connection, or impersonation of government officials  Now, report them on 𝐂𝐡𝐚𝐤𝐬𝐡𝐮 facility   https:// sancharsaathi.gov.in/sfc/",https://x.com/PIBFactCheck/status/1884206923572207793,PIB FACT CHECK Now report Fraudulent Communications with CHAKSHU Empowering Citizens to Fight Fraud Together Report common fraudulent communications on CHAKSHU KYC expiry/update scams Bank account/wallet/SIM update scams Gas/electricity connection scams Impersonation scams (government official/relative) Sextortion Disconnection of mobile numbers by DoT 3 Easy steps to report Step 1 Visit the Chakshu Facility on the Sanchar Saathi portal Step 2 Provide details of the fraudulent communication Step 3 Submit the report,https://pbs.twimg.com/media/GiYMM_oaYAA82vM?format=jpg&name=small
National Rural Development & Recreation Mission (NRDRM),Website,Job Fraud,"The National Rural Development & Recreation Mission (NRDRM) is inviting online applications for 6,881 vacancies for various posts, including District Project Officer and Account Officer, for the state of Telangana.","SCAM Alert   An advertisement claims that the National Rural Development & Recreation Mission (NRDRM) has invited online applications to fill 6,881 vacancies for Posts like District Project Officer, Account Officer, etc.  The advertisement further claims that NRDRM is an",https://x.com/PIBFactCheck/status/1887768046460428655,"NATIONAL RURAL DEVELOPMENT & RECREATION MISSION (NRDRM - Under the Ministry of Rural Development, Govt of India) ADVERTISEMENT Online applications are invited to fill 6,881 vacancies under the National Rural Development & Recreation Mission, Ministry of Rural Development, Government of India, for the state of Telangana. The details of the vacancies are as follows: Sl. No Position Age (Year) Level No of Post Gross Salary (Rs)PM 1 District Project Officer 23-43 District 93 36,760/- 2 Account Officer 22-43 District 140 27,450/- 3 Technical Assistant 21-43 District 198 30,750/- 4 Data Manager 21-43 Block 383 28,350/- 5 MIS Manager 21-43 Block 6 MIS Assistant 18-43 Block 7 Multi-Tasking Official 18-43 Block 8 Computer Operator 18-43 GP/V 9 Field Coordinator 18-43 GP/ 10 Facilitators 18-43 GP/ 1103 The Interested and eligible candidates are requested to submit applications on the websites www.nrdrn.com or www.nrdrnvacancy.com by 24 Feb 2025. Further the details of the Selection Process, Qualification, Experience, Requisite Fees, other rules and regulations are available on the department website www.nrdrn.com INSTRUCTIONS: 1. Application will be accepted through ONLINE mode only. No other mode of application will be considered. 2. Application Fees: For General/OBC/MOBC Candidates: Rs.399/- only. For SC/ST/BPL Candidates: Rs.299/- only. Application/Exam fees Payment will be accepted through UPI Mode Only. 3. Reservation for women and all categories are as per existing Govt. rules. 4. Selection will be based on the Written Test. 5. Candidates willing to apply for more than one post shall have to submit a separate application form and have to pay separate application fees. Sd/- CEO & Secretary NRDR Mission",https://pbs.twimg.com/media/GjKyXDxbIAEH9V0?format=jpg&name=small
Ministry of Finance / PM Mudra Yojana,Other,Loan Fraud,"A fake approval letter claims to grant a loan of ₹5,00,000 under PM Mudra Yojana, requiring an upfront payment of ₹2,100.","A #Fake approval letter claims to grant a loan of ₹5,00,000 under PM Mudra Yojana on payment of ₹2,100  #PIBFactCheck   @FinMinIndia  has not issued this letter  Refinancing Agency - MUDRA doesn't lend directly to micro-entrepreneurs/individuals   http:// mudra.org.in/FAQ",https://x.com/PIBFactCheck/status/1883826207902560545,"प्रधान मंत्री मुद्रा योजना Ministry of Finance Government of India SUBJECT:-APROVEL OF LOAN Dear sir MR/MRS:- We very glad to inform you that in response to your request in order to meet your tight financial problems, we your request requested a Long-term loan of 500,000. You want to meet our expenses a bank has decided to approve your application loan 5,00,000. The interest rate that you will have to pay on loan agreement has been calculated with the help of standard formula and will be at the rate of 4%. We hope that this interest rate will be suitable for you. As discussed earlier, you will have to pay the loan back in 5 years. However, the interest rate may change depending on the duration you choose. You will have to make the subsequent payment on the 1st of every month. Please review the terms and conditions of loan agreement. The terms have been completely outlined in the promissory note. Please read and sign agreement papers. Please make a payment of 2100Rs. File Agreement Charge (incl. of all taxes.) We have attached several related documents with this letter that are favorable for you. Please review the form thoroughly and return us so that the processing of loan can be done. Sincerely, P.M. MUDRA FINANCE FINANCIAL DEPARTMENT SACHIVALAY ARERA HILLS BHOPAL M.P. 462027 INDIA",https://pbs.twimg.com/media/GiSxzFYaMAAK2ha?format=png&name=small
India Post,Website,Fake Scheme,"India Post is offering free gifts and a lucky draw to celebrate its 170th anniversary, requiring users to click a link and provide information.",A #fake lucky draw is luring people into providing their personal information by offering free gifts in the name of  @IndiaPostOffice   #PIBFactCheck   It is a #Scam & is not related to India Post  Be cautious! Refrain from clicking on such suspicious links,https://x.com/PIBFactCheck/status/1884569070332420358,"Congratulations! India Post - 170th Anniversary Gifts Through the questionnaire, you will have a chance to get amazing FREE Gifts भारतीय डाक India Post Congratulations!! India Post 170th Anniversary Celebration, Everyone have chance to win amazing gifts. Click ""Continue"" to claim reward CONTINUE Is this India Post? YES NO",https://pbs.twimg.com/media/GidVNfPaAAARSwJ?format=jpg&name=small
India Post Payments Bank,SMS,Account Block,"India Post Payments Bank accounts will be blocked if PAN cards are not updated, requiring users to click a fraudulent link to update their details.",Claim: The customer's India Post Payments bank account will be blocked within 24 hours if their Pan card is not updated.      #PIBFactCheck:    This claim is #Fake      @IndiaPostOffice  never sends any such messages   Never share your personal & bank details with anyone,https://x.com/PIBFactCheck/status/1887472851307073537,"Today 4:00 PM IndiaPost Payment Bank KYC login surl.li Dear user your India post payment bank account has been blocked today please updated your PAN Card immediately click here the link-http://surl.li/iccpf India Post Payments Bank Aapka bank, aapke dwaar. CONTINUE TO PAN U Account Number Customer ID (CIF number)",https://pbs.twimg.com/media/GjGmjambIAUqjMd?format=jpg&name=small
RBI,News Article,Fake Scheme,RBI has announced that banks across the country will operate five days a week starting from April.,"A news report by Lokmat Times claims that starting from April, banks across the country would operate 5 days a week, following a new regulation issued by  @RBI    #PIBFactCheck   This claim is #Fake   For official information related with Reserve Bank of India, visit :",https://x.com/PIBFactCheck/status/1902686984482804221,"LOKMAT TIMES Marathi Hindi Banks to Operate 5 Days a Week Starting April: RBI Announces New Work Schedule By Lokmat English Desk | Published: March 19, 2025 01:45 PM Starting from April, banks across the country will now operate five days a week, from Monday to Friday, following a new regulation issued by Reserve Bank of India (RBI). Under this change, Saturdays and Sundays have been officially declared as holidays for banks. The new schedule is expected to provide much-needed relief to banking sector employees, improving their work-life balance while also boosting productivity and efficiency. The move aligns the banking sector with standard corporate working hours, allowing employees to spend more time with family and friends.",https://pbs.twimg.com/media/GmezEcgasAAvpoV?format=jpg&name=small
"KVIC, Ministry of MSME",Other,Loan Fraud,"A fake letter, allegedly from KVIC, claims a loan of ₹17 Lakh under the PM Employment Generation Programme has been approved, but demands an upfront payment of ₹51,000 as collateral.","A #fake approval letter allegedly issued by  @kvicindia , MSME Ministry claims to grant a loan of ₹17 Lakh on payment of ₹51,000 under PM Employment Generation Program  #PIBFactCheck    @minmsme  doesn't directly deal with individual beneficiaries for any of its credit schemes",https://x.com/PIBFactCheck/status/1892899584462246238,"Khadi And Village Industries Commission (Ministry Of Micro, Small And Medium Enterprises, Government Of India) K-Block, Chaudhary Building, Connaught Circle - Central Delhi New Delhi 110001 Collateral Letter Ref: PMEGP/DKYC/DO/2024-2025/847196 Name: Address: District-Bhavnagar-Gujarat-364001. Sub: Approval Of Loan (Under P.M.E.G.P Scheme) Respectd Sir/Madam Mr. Your Loan For 17lac Have Been Approved Under PMEGP Scheme, According To Scheme, 4% Of Rate Of Interest And 30% Of Subsidy Has Been Provided To You. As Per The Scheme You Have To Deposit 3% Of Total Loan Amount As A Collateral Money Before You Became A Beneficiary Of Your Loan Proposal ""We Hereby Demand That You Make Payment Of Sum Of Rupee 51,000 By Depositing The Money"" Yours Faithfully DELHI KHADI & VILLAGE INDUSTRIES BOARD (P.M.E.G.P.) Asst. Director Asst. Director",https://pbs.twimg.com/media/GkTthy0WUAAXT2_?format=png&name=small
India Post,Website,Fake Scheme,India Post is offering free gifts as part of its 170th Anniversary Celebration through a questionnaire or lucky draw.,A #fake lucky draw is luring people into providing their personal information by offering free gifts in the name of  @IndiaPostOffice   #PIBFactCheck  It is a #Scam & is not related to India Post  Be cautious! Refrain from clicking on such suspicious links,https://x.com/PIBFactCheck/status/1895068043455479955,"Congratulations! India Post - 170th Anniversary Gifts. Through the questionnaire, you will have a chance to get amazing FREE Gifts. भारतीय डाक India Post Congratulations !! India Post 170th Anniversary Celebration, Everyone have chance to win amazing gifts. Click ""Continue"" to claim reward. India Post? YES NO",https://pbs.twimg.com/media/Gkyh7u2XYAImDUu?format=png&name=small
